hour,bus,P_thermal_MW,P_solar_MW,P_wind_MW,P_demand_MW,P_curtailment_MW
24,7,449.9999999999995,0.0,210.8154513,1059.03864,0.0
24,8,0.0,0.0,112.8911332,1282.212691,0.0
24,9,2000.0,0.0,11.24949424,714.5570603,0.0
24,10,120.0,0.0,210.8154513,1041.229588,0.0
24,11,0.0,0.0,289.5144085,1080.663148,0.0
24,12,1500.0,0.0,447.7562497,1604.36798,0.0
24,13,4038.9533860184983,0.0,71.67187656,1276.654755,0.0
24,14,1099.9999999999993,0.0,105.2210005,1801.377694,0.0
24,15,0.0,0.0,2.908262852,972.5717769,0.0
24,16,2999.9999999999995,0.0,17.55873172,2157.738886,0.0
24,17,0.0,0.0,210.8154513,636.3697935,0.0
24,18,100.0,0.0,226.7737541,723.9648683,0.0
24,19,1060.0,0.0,71.67187656,2248.06629,0.0
