hour,tech,Ng_on,Nst_cmd,Nsg_start,Nsd_stop,Pg_MW,PD_MW,PRES_avail_MW,Pcurt_MW,Ddef_MW,Dspill_MW,cost_tech_EUR,cost_hour_total_EUR
6,Biomasa,3,0,0,0,7029.99,22606.0,2727.4,0.0,0.0,0.0,177325.82849999997,578705.8537
7,CC,5,0,0,0,6323.01,24608.0,4118.0,0.0,0.0,0.0,262142.8232,603968.9017
7,Nuclear,2,0,0,0,7000.0,24608.0,4118.0,0.0,0.0,0.0,158296.16,603968.9017
7,CR,1,0,0,0,137.0,24608.0,4118.0,0.0,0.0,0.0,6204.09,603968.9017
7,Biomasa,3,0,0,0,7029.99,24608.0,4118.0,0.0,0.0,0.0,177325.82849999997,603968.9017
8,CC,4,0,0,1,3036.8,26522.0,10139.4,0.0,0.0,0.0,126181.41600000001,447354.566
8,Nuclear,2,0,0,0,7000.0,26522.0,10139.4,0.0,0.0,0.0,158296.16,447354.566
8,CR,1,0,0,0,137.0,26522.0,10139.4,0.0,0.0,0.0,6204.09,447354.566
8,Biomasa,3,0,0,0,6208.8,26522.0,10139.4,0.0,0.0,0.0,156672.9,447354.566
9,CC,0,0,0,4,0.0,27258.0,15991.5,92.3,0.0,0.0,0.0,269185.56
9,Nuclear,2,0,0,0,6800.0,27258.0,15991.5,92.3,0.0,0.0,154010.16,269185.56
9,CR,0,0,0,1,0.0,27258.0,15991.5,92.3,0.0,0.0,0.0,269185.56
9,Biomasa,3,0,0,0,4558.8,27258.0,15991.5,92.3,0.0,0.0,115175.4,269185.56
10,CC,0,0,0,0,0.0,27442.0,18307.8,0.0,0.0,0.0,0.0,213759.65440000003
10,Nuclear,2,0,0,0,6612.730000000002,27442.0,18307.8,0.0,0.0,0.0,149996.96390000006,213759.65440000003
10,CR,0,0,0,0,0.0,27442.0,18307.8,0.0,0.0,0.0,0.0,213759.65440000003
10,Biomasa,2,0,0,1,2521.4699999999984,27442.0,18307.8,0.0,0.0,0.0,63762.69049999996,213759.65440000003
11,CC,0,0,0,0,0.0,27321.0,19395.600000000002,0.0,0.0,0.0,0.0,182440.47439999992
11,Nuclear,2,0,0,0,6812.730000000003,27321.0,19395.600000000002,0.0,0.0,0.0,154282.96390000006,182440.47439999992
11,CR,0,0,0,0,0.0,27321.0,19395.600000000002,0.0,0.0,0.0,0.0,182440.47439999992
11,Biomasa,1,0,0,1,1112.6699999999948,27321.0,19395.600000000002,0.0,0.0,0.0,28157.51049999987,182440.47439999992
12,CC,0,0,0,0,0.0,27689.0,20115.5,0.0,0.0,0.0,0.0,174246.9926
12,Nuclear,2,0,0,0,6636.169999999998,27689.0,20115.5,0.0,0.0,0.0,150499.28309999997,174246.9926
12,CR,0,0,0,0,0.0,27689.0,20115.5,0.0,0.0,0.0,0.0,174246.9926
12,Biomasa,1,0,0,0,937.3300000000016,27689.0,20115.5,0.0,0.0,0.0,23747.70950000004,174246.9926
13,CC,0,0,0,0,0.0,27303.0,20527.3,0.0,0.0,0.0,0.0,153489.411
13,Nuclear,2,0,0,0,6775.7,27303.0,20527.3,0.0,0.0,0.0,153489.411,153489.411
13,CR,0,0,0,0,0.0,27303.0,20527.3,0.0,0.0,0.0,0.0,153489.411
13,Biomasa,0,0,0,1,0.0,27303.0,20527.3,0.0,0.0,0.0,0.0,153489.411
14,CC,0,0,0,0,0.0,27466.0,21190.6,300.3,0.0,0.0,0.0,149203.411
14,Nuclear,2,0,0,0,6575.7,27466.0,21190.6,300.3,0.0,0.0,149203.411,149203.411
14,CR,0,0,0,0,0.0,27466.0,21190.6,300.3,0.0,0.0,0.0,149203.411
14,Biomasa,0,2,0,0,0.0,27466.0,21190.6,300.3,0.0,0.0,0.0,149203.411
15,CC,0,0,0,0,0.0,26945.0,21038.5,469.2,0.0,0.0,0.0,144917.411
15,Nuclear,2,0,0,0,6375.7,26945.0,21038.5,469.2,0.0,0.0,144917.411,144917.411
15,CR,0,0,0,0,0.0,26945.0,21038.5,469.2,0.0,0.0,0.0,144917.411
15,Biomasa,0,0,0,0,0.0,26945.0,21038.5,469.2,0.0,0.0,0.0,144917.411
16,CC,0,0,0,0,0.0,26119.0,20908.7,0.0,0.0,0.0,0.0,125121.26419999998
16,Nuclear,1,0,0,1,3335.6399999999994,26119.0,20908.7,0.0,0.0,0.0,75625.84519999998,125121.26419999998
16,CR,0,0,0,0,0.0,26119.0,20908.7,0.0,0.0,0.0,0.0,125121.26419999998
16,Biomasa,2,1,2,0,1874.66,26119.0,20908.7,0.0,0.0,0.0,49495.419,125121.26419999998
17,CC,0,7,0,0,0.0,26250.0,20514.699999999997,63.669999999996435,0.0,0.0,0.0,137686.89549999998
17,Nuclear,1,0,0,0,3400.0,26250.0,20514.699999999997,63.669999999996435,0.0,0.0,77005.08,137686.89549999998
17,CR,0,0,0,0,0.0,26250.0,20514.699999999997,63.669999999996435,0.0,0.0,0.0,137686.89549999998
17,Biomasa,2,0,0,0,2398.9699999999993,26250.0,20514.699999999997,63.669999999996435,0.0,0.0,60681.81549999998,137686.89549999998
18,CC,0,0,0,0,0.0,27082.0,19145.7,0.0,0.0,0.0,0.0,192242.60499999998
18,Nuclear,1,0,0,0,3500.0,27082.0,19145.7,0.0,0.0,0.0,79148.08,192242.60499999998
18,CR,0,0,0,0,0.0,27082.0,19145.7,0.0,0.0,0.0,0.0,192242.60499999998
18,Biomasa,3,0,1,0,4436.299999999999,27082.0,19145.7,0.0,0.0,0.0,113094.52499999998,192242.60499999998
19,CC,0,0,0,0,0.0,27700.0,15512.099999999999,0.0,0.0,0.0,0.0,350223.425
19,Nuclear,2,1,1,0,6750.0,27700.0,15512.099999999999,0.0,0.0,0.0,212938.66,350223.425
19,CR,0,0,0,0,0.0,27700.0,15512.099999999999,0.0,0.0,0.0,0.0,350223.425
19,Biomasa,3,0,0,0,5437.9,27700.0,15512.099999999999,0.0,0.0,0.0,137284.76499999998,350223.425
20,CC,7,0,7,0,5314.4,28381.0,9284.4,0.0,0.0,0.0,276817.478,606393.548
20,Nuclear,2,0,0,0,6950.0,28381.0,9284.4,0.0,0.0,0.0,157224.66,606393.548
20,CR,0,0,0,0,0.0,28381.0,9284.4,0.0,0.0,0.0,0.0,606393.548
20,Biomasa,3,0,0,0,6832.2,28381.0,9284.4,0.0,0.0,0.0,172351.40999999997,606393.548
21,CC,7,0,0,0,10716.109999999999,28474.0,3727.9,0.0,0.0,0.0,444016.1351999999,779638.1236999999
21,Nuclear,2,0,0,0,7000.0,28474.0,3727.9,0.0,0.0,0.0,158296.16,779638.1236999999
21,CR,0,0,0,0,0.0,28474.0,3727.9,0.0,0.0,0.0,0.0,779638.1236999999
21,Biomasa,3,0,0,0,7029.99,28474.0,3727.9,0.0,0.0,0.0,177325.82849999997,779638.1236999999
22,CC,7,0,0,0,11351.410000000002,28216.0,2834.6,0.0,0.0,0.0,470266.73120000004,805888.7197
22,Nuclear,2,0,0,0,7000.0,28216.0,2834.6,0.0,0.0,0.0,158296.16,805888.7197
22,CR,0,0,0,0,0.0,28216.0,2834.6,0.0,0.0,0.0,0.0,805888.7197
22,Biomasa,3,0,0,0,7029.99,28216.0,2834.6,0.0,0.0,0.0,177325.82849999997,805888.7197
23,CC,7,0,0,0,9733.21,26611.0,2847.8,0.0,0.0,0.0,403402.70719999995,739024.6956999999
23,Nuclear,2,0,0,0,7000.0,26611.0,2847.8,0.0,0.0,0.0,158296.16,739024.6956999999
23,CR,0,0,0,0,0.0,26611.0,2847.8,0.0,0.0,0.0,0.0,739024.6956999999
23,Biomasa,3,0,0,0,7029.99,26611.0,2847.8,0.0,0.0,0.0,177325.82849999997,739024.6956999999
24,CC,5,0,0,2,7617.209999999998,24562.0,2914.8,0.0,0.0,0.0,315619.1671999999,651241.1556999999
24,Nuclear,2,0,0,0,7000.0,24562.0,2914.8,0.0,0.0,0.0,158296.16,651241.1556999999
24,CR,0,0,0,0,0.0,24562.0,2914.8,0.0,0.0,0.0,0.0,651241.1556999999
24,Biomasa,3,0,0,0,7029.99,24562.0,2914.8,0.0,0.0,0.0,177325.82849999997,651241.1556999999
